language,latitude,longitude,color,family,subgroup,country
Yarik [erw],-2.7,132.6,#B388BA,Malayo-Polynesian,Eastern Malayo-Polynesian,Indonesia
Sekar [skz],-2.7,132.43,#B584B5,Malayo-Polynesian,North Bomberai,Indonesia
Wulguru [xxx-35],-19.25,146.5,#399A6A,Pama-Nyungan,Greater Maric,Australia
Magahi [mag],25,85,#21AB51,Indo-European,Indo-Iranian,India
Nanchang [gan],28.7,115.9,#A6DA91,Tibeto-Burman,Sinitic,China
Rajasthani [raj],26.57,73.43,#39B63B,Indo-European,Indo-Iranian,India
Darma [drd],29.84,80.517,#3D9491,Tibeto-Burman,Western Himalayan,India
Dongwang [khg],28.25,99.55,#49C3B0,Tibeto-Burman,Bodic,China
Hajong [haj],26.2,90.5,#38D088,Indo-European,Indo-Iranian,India
Anong [nun],27.2,98.8,#71A295,Tibeto-Burman,Nungish,China
Mbaham [bdw],-3,132.5,#415FBA,Trans New Guinea,Bomberai,Indonesia
Pnar [pbv],25,92.5,#A7954A,Austroasiatic,Khasic,India
Chin_Falam [cfm],22.9,93.67,#517C8C,Tibeto-Burman,Kuki-Chin-Naga,Myanmar
Rajbangshi [rjs],26.5,88.5,#15A342,Indo-European,Indo-Iranian,India
Galo [adi],28,94.75,#4D8AA2,Tibeto-Burman,Tani,India
Dimasa [dis],25.33,93,#51A0B0,Tibeto-Burman,Bodo-Garo,India
Apatani [apt],27.4,93.8,#40BD90,Tibeto-Burman,Tani,India
Karbi [mjw],26.2,93.5,#4583AE,Tibeto-Burman,Mikir,India
Memba [tsj-2],29,94.8,#4CBBA8,Tibeto-Burman,Bodic,India
Mising [mrg],27.5,94.3,#3DBE9D,Tibeto-Burman,Tani,India
Idu Mishmi [clk],29,96,#559FAD,Tibeto-Burman,Tani,India
Miju [mxj],28,97,#2297A2,Tibeto-Burman,Kaman,India
Koiwai [kwh],-4,134,#B06494,Malayo-Polynesian,Koiwai,Indonesia
Elopi [dbf],-3.083,137.333,#A6C7D1,Lakes Plains,Eastern,Indonesia
Tause [tad],-2.833,137,#A6BDD5,Lakes Plains,Eastern,Indonesia
Aka [hru],27.2,92.9,#408C9A,Tibeto-Burman,Hrusish,India
Bokar [adi-2],29,94.35,#5ACBA7,Tibeto-Burman,Tani,India
Raji [rji],29,81.15,#4D7B96,Tibeto-Burman,Western Himalayan,Nepal
Darai [dry],27.85,84.1,#278E52,Indo-European,Indo-Iranian,Nepal
Dhimal [dhi],26.6,86.75,#34A477,Tibeto-Burman,Bodic,Nepal
Bantawa [bap],27.2,87.1,#225E8E,Tibeto-Burman,Kiranti,Nepal
Rabha [rah],26.1,90.25,#30BB83,Tibeto-Burman,Bodo-Garo,India
Raute [rau],28.6,81.5,#2A836D,Tibeto-Burman,Western Himalayan,Nepal
Majhi [mjz],27.25,86.15,#208E54,Indo-European,Indo-Iranian,Nepal
Sunwar [suz],27.6,86.3,#298B93,Tibeto-Burman,Kiranti,Nepal
Kyirong_Tibetan [bod-3],28.4,85.2,#36A9A6,Tibeto-Burman,Bodic,China
Bankariya [cdm-2],27.5,85,#179990,Tibeto-Burman,Chepang,Nepal
Saptariya_Tharu [thq],26.6,86.7,#31B361,Indo-European,Indo-Iranian,Nepal
Dura [drq],28.5,84.25,#3FC873,Tibeto-Burman,Dura,Nepal
Baram [brd],27.95,85,#3EBB8B,Tibeto-Burman,Western Himalayan,Nepal
Yohlmo [scp],27.85,85.6,#30B296,Tibeto-Burman,Bodic,Nepal
Malgana [vml],-26,115,#3CCD7F,Pama-Nyungan,Kardu,Australia
Tamambo [mla],-15.7,167.2,#BB5869,Oceanic,Southern Oceanic,Vanuatu
Ku Waru [xxx-14],-6,144.15,#3E74A3,Trans New Guinea,Chimbu,Papua New Guinea
Kaugel [ubu],-5.95,144.167,#43779C,Trans New Guinea,Chimbu,Papua New Guinea
Jahai [jhi],5.9,101.5,#CB8A69,Austroasiatic,Aslian,Malaysia
Wambule [wme],27.12,86.45,#457A8F,Tibeto-Burman,Kiranti,Nepal
Jero [jee],27.2,86.25,#3373A7,Tibeto-Burman,Kiranti,Nepal
Zaiwa [atb],24.5,98.5,#7B8DB2,Tibeto-Burman,Lolo-Burmese,China
Tausug [tsg],6,121,#E67361,Malayo-Polynesian,Barito,Philippines
Krongo [kgo],10.5,30,#AF6673,Kadu,Eastern Kadu,Sudan
Fordata [frd],-7.17,131.5,#C5509C,Malayo-Polynesian,Southeast Maluku,Indonesia
Bawm [bgr],22.5,92.25,#748BB3,Tibeto-Burman,Kuki-Chin-Naga,India
Kerinci [kvr],-2.15,101.5,#B8A656,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Komodo [knh],-8.5,119.5,#E38C70,Malayo-Polynesian,Bima,Indonesia
Arizona Tewa [tew],35.8,-110.4,#625BB1,Kiowa-Tanoan,Tewa-Tiwa,USA
Rotokas [roo],-6,155.17,#767077,West Bougainville,,Papua New Guinea
Tzeltal_Aguacatenango [tzh],16.42,-92.5,#A8492E,Mayan,Chol-Tzeltal,Mexico
Tübatulabal [tub],36,-118.33,#49736F,Uto-Aztecan,North,USA
Keraq [unr-2],24,85.2,#38885B,Austroasiatic,Munda,India
Gorum [pcj],18.5,82.733,#39667A,Austroasiatic,Munda,India
Juang [jun],21.167,85.833,#3E6D79,Austroasiatic,Munda,India
Gutob [gbj],18.583,82.867,#47787B,Austroasiatic,Munda,India
Gtaq [gaq],18.633,83.5,#457885,Austroasiatic,Munda,India
Spanish_spoken [spa-2],39,-3,#7B8D18,Indo-European,Romance,Spain
Wutun [wuh],35.9,102.5,#50B8AE,Tibeto-Burman,Sinitic,China
Tiwa [lax],26.5,92.5,#3CB895,Tibeto-Burman,Bodo-Garo,India
CiLuba [lua],-6,22,#C32769,Niger-Kongo,Atlantic-Congo,Democratic Republic of the Congo
Warumungu [wrm],-19.6,134.2,#50AB7B,Pama-Nyungan,,Australia
Mbabaram [vmb],-16.85,144.8,#5AC990,Pama-Nyungan,,Australia
Olekha [ole],27.2,90,#25989A,Tibeto-Burman,Black Mountain,Bhutan
Santa [sce],36.725,104.05,#49C075,Mongolic,Eastern,China
Baoan [peh],35.05,102.1,#46B78B,Mongolic,Eastern,China
Banda [bnd],-5.25,133.17,#C283B5,Malayo-Polynesian,Central Maluku,Indonesia
Damar_West [drn],-7,128.5,#A85A82,Malayo-Polynesian,West Damar,Indonesia
Kangri [xnr],31.5,77,#1EA34E,Indo-European,Indo-Iranian,India
Amdo [adx],36,94,#56BABF,Tibeto-Burman,Bodic,China
Tujia [tji],27.5,109,#96D5B8,Tibeto-Burman,Tujia,China
Balochi [bgp-2],27,63.5,#41B860,Indo-European,Indo-Iranian,Pakistan
Karaim [kdr],54.63,24.93,#54A54F,Turkic,North-west,Lithuania
Kalasha [kls],35.73,71.75,#309D58,Indo-European,Indo-Iranian,Pakistan
Begak [dbj-2],5.25,118.833,#C17F77,Malayo-Polynesian,North Borneo,Malaysia
Rennellese [mnv],-11.85,160.33,#AAA244,Oceanic,Central Pacific,Solomons
Ma'ya [slz],-1.25,130.92,#BF6D80,Malayo-Polynesian,Eastern Malayo-Polynesian,Indonesia
Menya [mcr],-7.25,146,#473EA6,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Pacoh [pac],16.42,107.08,#D3C26D,Austroasiatic,Katuic,Vietnam
Hangzhou [wuu-2],30.25,120.167,#A8D96F,Tibeto-Burman,Sinitic,China
Rongpo [rnp],30.9167,79.5,#2BBB6C,Tibeto-Burman,Western Himalayan,India
Udmurt [udm],56.83,53.19,#409C6E,Uralic,Permic,Russia
Embaloh [emb],1.1628,112.37,#E5586B,Malayo-Polynesian,Greater South Sulawesi,Indonesia
Nonthaburi Malay [zlm-14],13.92,100.4,#F5C39D,Malayo-Polynesian,Malayo-Sumbawan,Thailand
Ostyak [kca-2],61,75,#44AA63,Uralic,Ugric,Russia
Ambonese Malay [abs],-3.7,128.2,#D8B776,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Dimili [diq],38,40,#3C9855,Indo-European,Indo-Iranian,Turkey
Solega [sle],12.2,76.5,#0E8881,Dravidian,South,India
Melanau [mel],2.235,111.22,#F08461,Malayo-Polynesian,Malayo-Sumbawan,Malaysia
Dolpo [dre],29,83,#48AFC4,Tibeto-Burman,Bodic,Nepal
Kei [kei],-5.67,133.08,#C87A98,Malayo-Polynesian,Kei,Indonesia
Tamang_Eastern [taj],27.6,85.75,#45D397,Tibeto-Burman,Bodic,Nepal
Hkongso [mro],21.5,93,#94CA91,Tibeto-Burman,Mru,Myanmar
Tamang_Western [tdg],27.98,85.17,#55CE92,Tibeto-Burman,Bodic,Nepal
Barang-barang [lji],-6.4,120.5,#D45865,Malayo-Polynesian,Greater South Sulawesi,Indonesia
Dingri [bod-4],28.567,86.633,#44A69F,Tibeto-Burman,Bodic,China
Mustang [loy],29.18,83.96,#41ABA7,Tibeto-Burman,Bodic,Nepal
Drokpa [bod-5],29.05,84.5,#40B6A9,Tibeto-Burman,Bodic,China
Golden Palaung [pll],22.97,97.17,#E2C583,Austroasiatic,Palaungic,Myanmar
Lushootseed [lut],48,-122,#8D4E30,Salish,Coast,USA
Sumbawa [smw],-8.583,117.5,#E67D5D,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Mualang [mtd],0.8,111,#E0A274,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Kupang Malay [mkn],-10.18,123.58,#E0BF7C,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Aghem [agq],6.39,10.12,#BD6767,Niger-Kongo,Atlantic-Congo,Cameroon
Nandi [kln],0.25,35,#8D2263,Nilo-Saharan,Nilotic,Kenya
UMbundu [umb],-11.5,15,#AD3570,Niger-Kongo,Atlantic-Congo,Angola
Lamani [lmn],19,76.5,#41B864,Indo-European,Indo-Iranian,India
Brag-g.yab [khg-2],30.65,97.55,#38BC91,Tibeto-Burman,Bodic,China
Themchen [adx-2],36.6,100.95,#35AE8D,Tibeto-Burman,Bodic,China
Shigatse [bod-6],29.26,88.88,#38B98D,Tibeto-Burman,Bodic,China
Lü [khb],22,100.67,#EAD396,Tai-Kadai,South,China
Waigali [wbk],35.2,70.99,#259555,Indo-European,Indo-Iranian,Afghanistan
Kalami [gwc],35.48,72.59,#42B355,Indo-European,Indo-Iranian,Pakistan
Konkani [knn],15.25,74.4,#30B253,Indo-European,Indo-Iranian,India
Sui [swi],26.25,107.5,#ECBD9F,Tai-Kadai,South,China
Palula [phl],35.4,71.75,#2EB54C,Indo-European,Indo-Iranian,Pakistan
Chöcangacakha [cgk],27.5,90.88,#44B7B1,Tibeto-Burman,Bodic,Bhutan
Jomang [tlo],10.58,30.5,#C26292,Talodi-Heiban,Talodi,Sudan
Khowar [khw],36.5,72.5,#1BA466,Indo-European,Indo-Iranian,Pakistan
Bardi [bcj],-16.58,122.92,#6E5B82,Nyulnyul,West,Australia
Gbeya_Bossangoa [gbp],6.67,17.5,#B5716C,Niger-Kongo,Atlantic-Congo,Central African Republic
Ngiti [niy],1.33,30.25,#7C4A6E,Nilo-Saharan,Central Sudanic,Democratic Republic of the Congo
Mak [mkg],26,107.75,#E6D08B,Tai-Kadai,South,China
Ivatan_Southern [ivv],20.33,121.83,#B57F53,Malayo-Polynesian,Bashiic,Philippines
Kedang [ksx],-8.25,123.75,#D4699B,Malayo-Polynesian,Timoric,Indonesia
Nyahkur [cbn],15.67,101.67,#E8CEAA,Austroasiatic,Mon,Thailand
Caddo [cad],33.33,-93.5,#5827A8,Caddoan,Caddo,USA
Yeyi [yey],-20,23.5,#AE3077,Niger-Kongo,Atlantic-Congo,Botswana
Neo-Aramaic_Barzani [trg],36.2,43.75,#736E3D,Afro-Asiatic,Semitic,Iraq
Kala Lagaw Ya [mwp],-10.12,142.12,#4AD281,Pama-Nyungan,Torres Strait,Australia
Bobongko [bgb],-0.5,121.75,#D57A78,Malayo-Polynesian,Celebic,Indonesia
Jambi Malay [jax],-1.25,104.1,#F58F61,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Denaina [tfn],62,-150,#8428CB,Dene-Yeniseic,Na-Dene,USA
Larantuka Malay [lrt],-8.33,123,#DFCA8F,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Ai-cham_Diwo [aih],25.8,107,#FADD9F,Tai-Kadai,South,China
Ong Be [onb],19.7,110,#E3D38D,Tai-Kadai,South,China
Bumthang [kjz],27.8,90.8,#48B8AA,Tibeto-Burman,Bodic,Bhutan
Yakkha [ybh],27.2,87.25,#33648E,Tibeto-Burman,Kiranti,Nepal
Purik [prx],34.55,76.15,#2BAFA2,Tibeto-Burman,Bodic,India
Mnar [pbv-2],25.9,91.58,#9E9258,Austroasiatic,Khasic,India
Hmar [hmr],25,92.2,#59A399,Tibeto-Burman,Kuki-Chin-Naga,India
Nobiin [fia],21,31,#1F5F8F,Nilo-Saharan,Nubian,Sudan
Tutsa [tvt],26.9,95.6,#4DA5AD,Tibeto-Burman,Konyak,India
Kukatj [xxx-38],-17.95,140.8,#48917F,Pama-Nyungan,,Australia
Miji [sjl],27.54,92.6,#4EABB1,Tibeto-Burman,Hrusish,India
Amarasi [aaz],-10.08,124.33,#C66880,Malayo-Polynesian,Timoric,Indonesia
Souw Amana Teru [tlu],-3.58,128.3,#A9668D,Malayo-Polynesian,Central Maluku,Indonesia
Galolen [gal],-8.58,126,#BA7C9B,Malayo-Polynesian,Timoric,Timor leste
Dhao [nfa],-10.83,122.75,#CC6E7F,Malayo-Polynesian,Flores-Sawu-Sumba,Indonesia
Mambai [mgm],-8.75,125.42,#DDA8A3,Malayo-Polynesian,Timoric,Timor leste
Helong [heg],-10.25,123.67,#BF7E8F,Malayo-Polynesian,Timoric,Indonesia
Blang [blr],23.3,100,#E0BAA4,Austroasiatic,Palaungic,China
Zhuang [zyn],23.6,108.3,#D8C58C,Tai-Kadai,South,China
Wotu [wtw],-2.56,120.76,#DA4F57,Malayo-Polynesian,Celebic,Indonesia
Pagu [pgu],1.1,127.7,#A845AA,West Papuan,North Halmahera,Indonesia
Dadua [gal-2],-8.135,125.638,#C46A8B,Malayo-Polynesian,Timoric,Timor leste
Kéo [xxk],-8.83,121.25,#EDC284,Malayo-Polynesian,Flores-Sawu-Sumba,Indonesia
Nzadi [nzd],-4.05,19.65,#B16083,Niger-Kongo,Atlantic-Congo,Democratic Republic of the Congo
Balantak [blz],-0.82,123.431,#C77166,Malayo-Polynesian,Celebic,Indonesia
U [xxx-61],22.6,101.7,#EDC58E,Austroasiatic,Palaungic,China
Khmer_Surin [kxm],15,103.75,#EEC6A6,Austroasiatic,Khmer,Thailand
Gojri [gju],33,76,#2AA151,Indo-European,Indo-Iranian,India
Tsum [ttz],28.51,85.08,#32919E,Tibeto-Burman,Bodic,Nepal
Mru [mro-2],21.45,92.5,#97ADA3,Tibeto-Burman,Mru,Bangladesh
Hlersu [hle],24.05,101.975,#7ADEB5,Tibeto-Burman,Lolo-Burmese,China
Buyuan_Jino [jiy],22.05,101,#7ED7BE,Tibeto-Burman,Lolo-Burmese,China
Sadu [xxx-63],24.35,102.525,#94D9C4,Tibeto-Burman,Lolo-Burmese,China
||Ani [hnh],-19.3,22.5,#567E80,Khoe,Khoe,Botswana
Tsat [huq],18.32,109.73,#D5CD9B,Malayo-Polynesian,Malayo-Sumbawan,China
Sasak [sas],-8.67,116.5,#DD7A55,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Kuke [ght],28.531,84.846,#3B8991,Tibeto-Burman,Kuke,Nepal
Classical Malay [xxx-96],2.2,102.5,#DA9243,Malayo-Polynesian,Malayo-Sumbawan,Malaysia
Ternate Malay [max],0.786,127.377,#D2B18C,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Gorontalo [gor],0.5,122,#CC7B64,Malayo-Polynesian,Philippines,Indonesia
Banggime [dbb],14.78,-3.76,#939C9F,Banggime,,Mali
Chin_Daai [dao],21.1,93.65,#6A8BA2,Tibeto-Burman,Kuki-Chin-Naga,Myanmar
Awar [aya],-4,144.625,#5DB7B4,Lower Sepik-Ramu,Ramu,Papua New Guinea
Herero [her],-21,20,#B53E63,Niger-Kongo,Atlantic-Congo,Namibia
Haa_Zongkha [dzo-2],27.135,89.12,#3AB8BE,Tibeto-Burman,Bodic,Bhutan
Pulaar [fuc],15.6,-15.2,#96376A,Niger-Kongo,Atlantic-Congo,Senegal
Terêna [ter],-20,-56,#A43968,Arawak,South-Southwest,Brazil
Bemba [bem],-11,31,#AA3F73,Niger-Kongo,Atlantic-Congo,Zambia
Saramaccan [srm],4.75,-55.75,#D1E963,Indo-European,Germanic,Suriname
Haitian Creole [hat],18.55,-72.3,#DCCF71,Indo-European,Romance,Haiti
Aari [aiw],6,36.6,#2B8C8D,Afro-Asiatic,Omotic,Ethiopia
Iha pidgin [ihb],-2.82,132.3,#8FC9BD,Trans New Guinea,Bomberai,Indonesia
Sherpa_Hile [xsr-2],27.675,86.71,#3CAE9D,Tibeto-Burman,Bodic,Nepal
Creek [mus],30.41,-85.2,#4C28A7,Muskogean,Eastern,USA
Bafut [bfd],6.083,10.0999,#A05D76,Niger-Kongo,Atlantic-Congo,Cameroon
Yuki [yuk],39.67,-123.5,#4B9182,Wappo-Yukian,,USA
Arabic_Basra [acm],30.5,47.825,#71655B,Afro-Asiatic,Semitic,Iraq
Puxi [jih],32.45,101.55,#6A8996,Tibeto-Burman,Qiangic,China
Mina [gej],6.6,1.5,#DFB4B1,Niger-Kongo,Volta-Niger,Togo
Kitanemuk [xxx-43],34.5,-117.5,#606D6F,Uto-Aztecan,North,USA
Quechan [yum],32.83,-114.33,#494FBB,Yuman-Cochimi,Yuman,USA
German_Swiss [gsw],46.975,8.405,#69AF1D,Indo-European,Germanic,Switzerland
Scots [sco],56,-3.25,#83B01F,Indo-European,Germanic,Britain
Waima'a [wmh],-8.5,126.33,#E1D3A5,Malayo-Polynesian,Timoric,Timor leste
Bih [rad-2],12.48,108.025,#EAC684,Malayo-Polynesian,Malayo-Sumbawan,Vietnam
Balti [bft],35.2,76,#39BC9D,Tibeto-Burman,Bodic,Pakistan
Hresuk [adb],-8.22,125.61,#DBA09C,Malayo-Polynesian,Timoric,Timor leste
Keuw [khh],-3.2,136.2,#9EC7DA,Keuw,,Indonesia
Dahalik [dlk],15.75,40.25,#826C69,Afro-Asiatic,Semitic,Eritrea
Kaera [xxx-111],-8.38,124.21,#A677C5,Timor-Alor-Pantar,Alor-Pantar,Indonesia
Wyandot [wya],48.861,-71.357,#771A8C,Iroquoian,Northern,Canada
Sula [szn],-2.06,125.98,#D376B9,Malayo-Polynesian,Central Maluku,Indonesia
Muk-Thang [xxx-95],-37.75,149,#49816D,Pama-Nyungan,,Australia
Shawnee [sjw],40,-83,#434364,Algic,Algonquian,USA
Ratahan [rth-2],1.08,124.83,#C37554,Malayo-Polynesian,Philippines,Indonesia
Ogami [mvi],24.9,125.3,#2EB28A,Japonic,Ryukyuan,Japan
Lamjung_Yohlmo [scp-2],28.33,84.42,#3FB09F,Tibeto-Burman,Bodic,Nepal
Nubri [kte],28.64,84.61,#439F97,Tibeto-Burman,Bodic,Nepal
Bahing [bhj],27.27,86.56,#2D668C,Tibeto-Burman,Kiranti,Nepal
Khaling [klr],27.6,86.7,#367485,Tibeto-Burman,Kiranti,Nepal
Koyi [kkt],27.4,86.9,#27587F,Tibeto-Burman,Kiranti,Nepal
Xuwen [nan-7],20.65,110.2,#BBE67A,Tibeto-Burman,Sinitic,China
Hong Kong English [xxx-114],22.283,114.134,#A0BE45,Indo-European,Germanic,China
Chinese Pidgin English [xxx-115],22.6,114.175,#CDD47D,Indo-European,Germanic,China
Rana Tharu [thr],28.68,80.6,#3E9756,Indo-European,Indo-Iranian,Nepal
Bumthang_Ura [kjz-2],27.48,90.905,#409EA8,Tibeto-Burman,Bodic,Bhutan
Muak Sa-aak [ukk],21.183,100.367,#F1AE98,Austroasiatic,Palaungic,Myanmar
Chadong [cdy],25.2,110.2,#C9DE9B,Tai-Kadai,South,China
Mien [ium-5],24.583,112.267,#DBD492,Hmong-Mien,Mienic,China
Lakkia [lbc],24.08,110.17,#DFD592,Tai-Kadai,South,China
Gelao [gio],22.92,105.5,#DFD393,Tai-Kadai,North,China
Buyang [yha],24,104.8,#E5C4A3,Tai-Kadai,North,China
Bugan [bbh],23.75,105,#D8B397,Austroasiatic,Pakanic,China
Thai_Northern [nod],18,99,#EBCD99,Tai-Kadai,South,Thailand
Bouyei_west [pcc-2],25.75,107.333,#ECCE97,Tai-Kadai,North,China
Plang [blr-2],23.4,100.1,#EACB8B,Austroasiatic,Palaungic,China
Qiandong_Hmong [hmq],26.67,108.32,#DBC996,Hmong-Mien,Hmongic,China
She [shx],23.039,114.807,#C5DB8A,Hmong-Mien,Hmongic,China
So [xxx-60],17.333,104.333,#E9C18F,Austroasiatic,Bahnaric,Thailand
Jru [lbo],15.333,106.333,#F1B7A3,Austroasiatic,Bahnaric,Laos
Bahnar [bdq],14,108.5,#E5D085,Austroasiatic,Bahnaric,Vietnam
Nubri_lower [kte-2],28.53,84.79,#3A8498,Tibeto-Burman,Bodic,Nepal
Rgyalthang [khg-7],27.833,99.7,#32B19F,Tibeto-Burman,Bodic,China
Quechua_Yauyos [qvi-2],-12.62,-75.7,#368D60,Quechuan,I,Peru
Karen_Geba [kvq],19.02,96.58,#E3C3AA,Tibeto-Burman,Karen,Myanmar
Milang [xxx-122],28.6,94.5,#31CF9E,Tibeto-Burman,Siangic,India
Taraon [tro],28.2,96.25,#37C69E,Tibeto-Burman,Tani,India
Chickasaw [cic],34,-88,#6541C3,Muskogean,Western,USA
Tepehuan_Huehuetla [tee],20.476,-98.09,#87354A,Totozoquean-Chitimacha,Totozoquean,Mexico
Betta Kurumba [xub],11.58,76.55,#0C8783,Dravidian,South,India
Gamilaraay [kld-2],-31,149.5,#4D9D60,Pama-Nyungan,,Australia
Kija [gia],-17.5,127.75,#41458D,Jarrakan,,Australia
Ngarinyeri [nay],-35.6,139.1,#317861,Pama-Nyungan,Lower Murray,Australia
Walmatjarri [wmt],-20.516,127.461,#36735C,Pama-Nyungan,Ngardi,Australia
Wangkajunga [mpj-4],-19,126,#397E78,Pama-Nyungan,Ngardi,Australia
Moken [mwt],11,98.5,#F5CCAD,Malayo-Polynesian,Malayo-Sumbawan,Myanmar
Soboyo [tlv],-1.83,124.92,#C27D9D,Malayo-Polynesian,Celebic,Indonesia
Banjar [bjn],0.75,115.79,#E7A04D,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Agutaynen [agn],11.15,120.95,#AC5E4B,Malayo-Polynesian,Philippines,Philippines
Yugur [ybe],40.988,98.025,#3AA487,Turkic,South-east,China
Bijago [bjg],11.28,-15.83,#A6297A,Niger-Kongo,Atlantic-Congo,Guinea-Bissau
Maxakali [mbl],-17,-41,#7488A8,Macro-Je,Maxakalí,Brazil
Fang [fan],0.5,11,#C22F76,Niger-Kongo,Atlantic-Congo,Equatorial Guinea
Fulniô [fun],-8.2,-37.3,#4746C0,Macro-Je,Yate,Brazil
Marquesan_Ua_Pou [mrq],-9.33,-140,#A0B84F,Oceanic,Central Pacific,French Polynesia
Sangir [sxn],3.58,125.75,#AC7664,Malayo-Polynesian,Philippines,Indonesia
Tagbanwa_Aborlan [tbw],9,118,#BE7260,Malayo-Polynesian,Philippines,Philippines
Talaud [tld],4,126.67,#C6A061,Malayo-Polynesian,Philippines,Indonesia
Asheninka_Apurucayali [cpc],-10.018,-74.793,#654A4F,Arawak,South-Southwest,Peru
Waray-Waray [war],12,125,#B06E4F,Malayo-Polynesian,Philippines,Philippines
Palawan [plc],9.5,118.5,#C27B54,Malayo-Polynesian,Philippines,Philippines
Gününa_Yajich [xxx-41],-38,-62.5,#6C6A86,Chonan,Chonan Proper,Argentina
Winnebago [win],43,-89,#A743B4,Siouan,Western,USA
Xokleng [xok],-24.3,-50,#738694,Macro-Je,Je,Brazil
Irabu_Ryukyu [mvi-3],24.833,125.183,#33B692,Japonic,Ryukyuan,Japan
Irula [iru],13,77,#14A370,Dravidian,South,India
Lokono [arw-2],6.07,-57.6,#6B5E8D,Arawak,North,Guyana
Panare [pbh],6.733122,-66.048767,#5A4684,Cariban,Venezuelan,Venezuela
Wayana [way],1.216667,-54.656667,#412CA0,Cariban,Guianan Carib,Brazil
Ura [ryn],28.415,129.59,#2EB69E,Japonic,Ryukyuan,Japan
Tsuken [xug],26.55,127.94,#21C08C,Japonic,Ryukyuan,Japan
Kagoshima [jpn-5],31.6,130.55,#38C18D,Japonic,Japanese,Japan
Soqotri [sqt],12.5,54,#71632B,Afro-Asiatic,Semitic,Yemen
Harsusi [hss],19.7,55.85,#706230,Afro-Asiatic,Semitic,Oman
Hobyot [hoh],16.21,52.2,#6C5E3E,Afro-Asiatic,Semitic,Oman
Jibbali [shv],17.2,54.9,#74661E,Afro-Asiatic,Semitic,Oman
Mehri [gdq],16,52,#685F28,Afro-Asiatic,Semitic,Yemen
Nubi [kcn],0.6,32.55,#B8987A,Afro-Asiatic,Semitic,Uganda
Mwani [wmw],-12.15,40.57,#BB377D,Niger-Kongo,Atlantic-Congo,Mozambique
Meteq [xem],0.7,110.5,#E1905F,Malayo-Polynesian,Land Dayak,Indonesia
Kakua [cbv],1.08,-70,#216499,Kakua-Nukak,,Brazil
Kanoê [kxo],-12.5,-62.25,#534F98,Kanoê,,Brazil
Mako [wpc],4.215,-65.742,#4251A1,Sáliba-Piaroa,,Venezuela
Karen_Pho_Kyonbyaw [pwo-3],17.6,95.2,#E9A4B7,Tibeto-Burman,Karen,Myanmar
Burmese_Myeik [mya-2],12.43,98.6,#66C3A0,Tibeto-Burman,Lolo-Burmese,Myanmar
Rohingya [rhg],20.82,92.37,#27B750,Indo-European,Indo-Iranian,Myanmar
Chittagong [ben-2],22.37,91.8,#36D544,Indo-European,Indo-Iranian,Bangladesh
Arabic_Harb [acw-5],25.81,42.87,#905A22,Afro-Asiatic,Semitic,Saudi Arabia
Arabic_Khuzestan [acm-2],31.33,48.69,#8C522A,Afro-Asiatic,Semitic,Iran
Arabic_Afghanistan [acm-3],36.7,67.12,#57694A,Afro-Asiatic,Semitic,Afghanistan
Arabic_Bukhara [abh],39.77,64.43,#497E41,Afro-Asiatic,Semitic,Uzbekistan
Arabic_Abha [acw-4],18.22,42.51,#8D4629,Afro-Asiatic,Semitic,Saudi Arabia
Sartang [onp],27.33,92.27,#33ACC1,Kho-Bwa,Sherdukpen-Sartang,India
Ormuri_Logar [oru],33.25,69.5,#499C42,Indo-European,Indo-Iranian,Afghanistan
Gaahmg [tbi-2],11.767,34.35,#AC6C86,Nilo-Saharan,Eastern Jebel,Sudan
Bunan [bfu],32.61,76.91,#339772,Tibeto-Burman,Western Himalayan,India
Kola [kvv],-5.42,134.5,#CD6489,Malayo-Polynesian,Southeast Maluku,Indonesia
Dameli [dml],35.375,71.693,#269854,Indo-European,Indo-Iranian,Pakistan
Batuley [bay],-5.8,134.75,#D36189,Malayo-Polynesian,Southeast Maluku,Indonesia
Didinga [did],4.33,33.6,#8A4057,Nilo-Saharan,Surmic,Sudan
Dime [dim],6.25,36.33,#3C9A6B,Afro-Asiatic,Omotic,Ethiopia
Eton [eto],4,11.5,#BE387D,Niger-Kongo,Atlantic-Congo,Cameroon
Gubeeher [bcb],12.5,-16.5,#AD2781,Niger-Kongo,Atlantic-Congo,Senegal
Hill_Madia [mrr],18.9,81.15,#1C955D,Dravidian,South-central,India
Jiaomuzu [qxs-2],31.9,102.43,#58748D,Tibeto-Burman,Qiangic,China
Kalkoti [xka],35.37,72.05,#26B965,Indo-European,Indo-Iranian,India
Konso [kxc],5.4,37.5,#6C7683,Afro-Asiatic,Cushitic,Ethiopia
